Date,Pre/Post,Plot,Qdrt,Treatment,Group,Species,Coef,"Native (N) or 
 Non (NN)",Cover
11/4/2022,Post,1,2,Herbicide,NONE,DEDVEG,0,ND,5
11/4/2022,Post,1,2,Herbicide,GRAS,UROMAX,0,NN,3
11/4/2022,Post,1,2,Herbicide,FORB,COMSPP,0,ND,2
11/4/2022,Post,1,2,Herbicide,FABA,SENOBT,1,NV,2
11/4/2022,Post,1,2,Herbicide,FORB,PHLSPP,0,NV,2
11/4/2022,Post,1,2,Herbicide,FORB,AMBART,0,NV,2
11/4/2022,Post,1,2,Herbicide,FORB,CORAES,0,NN,2
11/4/2022,Post,1,2,Herbicide,SHRU,URELOB,0,NN,2
3/10/2022,Pre,2,1,Mechanical,GRAS,UROMAX,0,NN,0
3/10/2022,Pre,2,2,Mechanical,GRAS,UROMAX,0,NN,0
11/4/2022,Post,1,2,Herbicide,FORB,PORSPP,1,NV,1
3/10/2022,Pre,2,4,Mechanical,GRAS,UROMAX,0,NN,0
11/4/2022,Post,1,2,Herbicide,NONE,BARSOI,0,ND,1
11/4/2022,Post,1,3,Herbicide,NONE,DEDVEG,0,ND,5
11/4/2022,Post,1,3,Herbicide,FORB,BIDALB,0,NV,3
11/4/2022,Post,1,3,Herbicide,FORB,CORAES,0,NN,3
11/4/2022,Post,1,3,Herbicide,SHRU,URELOB,0,NN,2
11/4/2022,Post,1,3,Herbicide,GRAS,UROMAX,0,NN,2
11/4/2022,Post,1,3,Herbicide,NONE,BARSOI,0,ND,2
11/4/2022,Post,1,3,Herbicide,NONE,UNKDIC,0,ND,2
11/4/2022,Post,1,3,Herbicide,FORB,PHLSPP,0,NV,1
11/4/2022,Post,1,4,Herbicide,GRAS,UROMAX,0,NN,0
11/4/2022,Post,1,4,Herbicide,NONE,DEDVEG,0,ND,5
11/4/2022,Post,1,4,Herbicide,NONE,BARSOI,0,ND,4
11/4/2022,Post,1,4,Herbicide,FORB,MALCOR,1,NV,1
11/4/2022,Post,1,4,Herbicide,SHRU,URELOB,0,NN,1
11/4/2022,Post,1,4,Herbicide,FABA,SENOBT,1,NV,1
11/4/2022,Post,1,5,Herbicide,GRAS,UROMAX,0,NN,0
11/4/2022,Post,1,5,Herbicide,NONE,DEDVEG,0,ND,7
11/4/2022,Post,2,1,Mechanical,GRAS,UROMAX,0,NN,4
11/4/2022,Post,2,1,Mechanical,NONE,DEDVEG,0,ND,4
11/4/2022,Post,2,1,Mechanical,FORB,MALCOR,1,NV,3
11/4/2022,Post,2,1,Mechanical,VINE,RUBSPP,3,NV,3
11/4/2022,Post,2,1,Mechanical,SHRU,URELOB,0,NN,1
11/4/2022,Post,2,2,Mechanical,NONE,DEDVEG,0,ND,4
11/4/2022,Post,2,2,Mechanical,GRAS,UROMAX,0,NN,4
11/4/2022,Post,2,2,Mechanical,FORB,MALCOR,1,NV,3
11/4/2022,Post,2,2,Mechanical,VINE,RUBSPP,3,NV,3
11/4/2022,Post,2,2,Mechanical,SHRU,URELOB,0,NN,1
11/4/2022,Post,2,3,Mechanical,FORB,PHLSPP,0,NV,4
11/4/2022,Post,2,3,Mechanical,GRAS,UROMAX,0,NN,4
11/4/2022,Post,2,3,Mechanical,NONE,DEDVEG,0,ND,4
11/4/2022,Post,2,3,Mechanical,SHRU,URELOB,0,NN,2
11/4/2022,Post,2,3,Mechanical,FORB,CORAES,0,NN,1
11/4/2022,Post,2,3,Mechanical,NONE,UNKDIC,0,ND,1
11/4/2022,Post,2,4,Mechanical,SEDG,CYPSPP,0,ND,4
11/4/2022,Post,2,4,Mechanical,FORB,PHLSPP,0,NV,3
11/4/2022,Post,2,4,Mechanical,GRAS,UROMAX,0,NN,3
11/4/2022,Post,2,4,Mechanical,NONE,DEDVEG,0,ND,3
11/4/2022,Post,2,4,Mechanical,SHRU,URELOB,0,NN,2
11/4/2022,Post,2,4,Mechanical,FORB,MALCOR,1,NV,2
11/4/2022,Post,2,4,Mechanical,FORB,COMSPP,0,ND,1
11/4/2022,Post,2,5,Mechanical,NONE,DEDVEG,0,ND,4
11/4/2022,Post,2,5,Mechanical,GRAS,UROMAX,0,NN,4
11/4/2022,Post,2,5,Mechanical,SHRU,URELOB,0,NN,3
11/4/2022,Post,2,5,Mechanical,FORB,CORAES,0,NN,2
11/4/2022,Post,3,1,Underlayment,GRAS,UROMAX,0,NN,0
11/4/2022,Post,3,1,Underlayment,FORB,CORAES,0,NN,5
11/4/2022,Post,3,1,Underlayment,GRAS,DIGFIL,7,NV,3
11/4/2022,Post,3,1,Underlayment,FABA,INDHIR,0,NN,2
11/4/2022,Post,3,1,Underlayment,GRAS,SETPAR,3,NV,1
11/4/2022,Post,3,1,Underlayment,FORB,POLPRO,1,NV,1
11/4/2022,Post,3,1,Underlayment,FORB,BIDALB,0,NV,1
11/4/2022,Post,3,1,Underlayment,SHRU,CEASER,0,NN,0
11/4/2022,Post,3,2,Underlayment,SHRU,CEASER,0,NN,3
11/4/2022,Post,3,2,Underlayment,GRAS,UROMAX,0,NN,0
11/4/2022,Post,3,2,Underlayment,FORB,CORAES,0,NN,4
11/4/2022,Post,3,2,Underlayment,NONE,BARSOI,0,ND,4
11/4/2022,Post,3,2,Underlayment,ASTE,SOLSEM,4,NV,3
11/4/2022,Post,3,2,Underlayment,FABA,SENOBT,1,NV,3
11/4/2022,Post,3,2,Underlayment,SHRU,URELOB,0,NN,3
11/4/2022,Post,3,2,Underlayment,FABA,INDHIR,0,NN,3
11/4/2022,Post,3,2,Underlayment,FORB,CROSPP,0,NN,2
11/4/2022,Post,3,2,Underlayment,FABA,RHYMIN,1,NV,2
11/4/2022,Post,3,2,Underlayment,GRAS,ERASPE,2,NV,2
11/4/2022,Post,3,2,Underlayment,FORB,POLPRO,1,NV,1
11/4/2022,Post,3,2,Underlayment,FORB,OLDCOR,0,NN,1
11/4/2022,Post,4,1,Plastic,SHRU,CEASER,0,NN,0
11/4/2022,Post,4,1,Plastic,GRAS,UROMAX,0,NN,0
11/4/2022,Post,4,1,Plastic,FORB,CORAES,0,NN,4
11/4/2022,Post,4,1,Plastic,NONE,BARSOI,0,ND,3
11/4/2022,Post,4,1,Plastic,GRAS,PASPLI,2,NV,3
11/4/2022,Post,4,1,Plastic,GRAS,ERASPE,2,NV,3
11/4/2022,Post,4,1,Plastic,NONE,BARSOI,0,ND,2
11/4/2022,Post,4,1,Plastic,FORB,BIDALB,0,NV,2
11/4/2022,Post,4,1,Plastic,FABA,INDHIR,0,NN,2
11/4/2022,Post,4,1,Plastic,GRAS,SETPAR,3,NV,2
11/4/2022,Post,4,1,Plastic,FORB,OLDCOR,0,NN,2
11/4/2022,Post,4,2,Plastic,GRAS,UROMAX,0,NN,0
11/4/2022,Post,4,2,Plastic,FORB,CORAES,0,NN,5
11/4/2022,Post,4,2,Plastic,FABA,SENOBT,1,NV,2
11/4/2022,Post,4,2,Plastic,GRAS,PANDIC,1,NV,2
11/4/2022,Post,4,2,Plastic,NONE,BARSOI,0,ND,2
11/4/2022,Post,4,2,Plastic,SHRU,CEASER,0,NN,0
11/4/2022,Post,5,1,Underlayment,SHRU,CEASER,0,NN,0
11/4/2022,Post,5,1,Underlayment,GRAS,EUSPET,2,NV,3
11/4/2022,Post,5,1,Underlayment,GRAS,ERASPE,2,NV,3
11/4/2022,Post,5,1,Underlayment,GRAS,UROMAX,0,NN,3
11/4/2022,Post,5,1,Underlayment,FORB,CORAES,0,NN,3
11/4/2022,Post,5,1,Underlayment,GRAS,SETPAR,3,NV,3
11/4/2022,Post,5,1,Underlayment,FORB,BIDALB,0,NV,2
11/4/2022,Post,5,1,Underlayment,VINE,RUBSPP,3,NV,2
11/4/2022,Post,5,1,Underlayment,GRAS,PANDIC,1,NV,2
11/4/2022,Post,5,1,Underlayment,FORB,POLPRO,1,NV,1
11/4/2022,Post,5,1,Underlayment,FORB,OLDCOR,0,NN,1
11/4/2022,Post,5,2,Underlayment,SHRU,CEASER,0,NN,2
11/4/2022,Post,5,2,Underlayment,FORB,CROSPP,0,NN,4
11/4/2022,Post,5,2,Underlayment,FORB,CORAES,0,NN,4
11/4/2022,Post,5,2,Underlayment,GRAS,UROMAX,0,NN,3
11/4/2022,Post,5,2,Underlayment,GRAS,ERASPE,2,NV,3
11/4/2022,Post,5,2,Underlayment,FABA,VIGLUT,2,NV,3
11/4/2022,Post,5,2,Underlayment,GRAS,ARISPI,7,NV,3
11/4/2022,Post,5,2,Underlayment,SHRU,URELOB,0,NN,2
11/4/2022,Post,5,2,Underlayment,NONE,DEDVEG,0,ND,2
11/4/2022,Post,5,2,Underlayment,NONE,BARSOI,0,ND,2
11/4/2022,Post,5,2,Underlayment,FORB,OLDCOR,0,NN,1
11/4/2022,Post,6,1,Plastic,SHRU,CEASER,0,NN,0
11/4/2022,Post,6,1,Plastic,GRAS,UROMAX,0,NN,0
11/4/2022,Post,6,1,Plastic,GRAS,ERASPE,2,NV,4
11/4/2022,Post,6,1,Plastic,FORB,CORAES,0,NN,4
11/4/2022,Post,6,1,Plastic,GRAS,EUSPET,2,NV,2
11/4/2022,Post,6,1,Plastic,VINE,MOMCHA,0,NN,1
11/4/2022,Post,6,1,Plastic,FORB,AMBART,0,NV,1
11/4/2022,Post,6,1,Plastic,FORB,POLPRO,1,NV,1
11/4/2022,Post,6,2,Plastic,SHRU,CEASER,0,NN,0
11/4/2022,Post,6,2,Plastic,GRAS,UROMAX,0,NN,0
11/4/2022,Post,6,2,Plastic,GRAS,ANDVIR,6,NV,3
11/4/2022,Post,6,2,Plastic,GRAS,SETPAR,3,NV,3
11/4/2022,Post,6,2,Plastic,FORB,POLPRO,1,NV,3
11/4/2022,Post,6,2,Plastic,FORB,CORAES,0,NN,3
11/4/2022,Post,6,2,Plastic,GRAS,EUSPET,2,NV,3
11/4/2022,Post,6,2,Plastic,GRAS,ERASPE,2,NV,3
11/4/2022,Post,6,2,Plastic,NONE,BARSOI,0,ND,3
11/4/2022,Post,6,2,Plastic,NONE,DEDVEG,0,ND,3
11/4/2022,Post,6,2,Plastic,VINE,MOMCHA,0,NN,2
11/4/2022,Post,6,2,Plastic,FORB,MALCOR,1,NV,1
11/4/2022,Post,6,2,Plastic,FABA,SENOBT,1,NV,1
11/4/2022,Post,7,1,Underlayment,GRAS,UROMAX,0,NN,0
11/4/2022,Post,7,1,Underlayment,FORB,CORAES,0,NN,5
11/4/2022,Post,7,1,Underlayment,SHRU,URELOB,0,NN,4
3/10/2022,Pre,8,1,Plastic,GRAS,UROMAX,0,NN,0
11/4/2022,Post,7,1,Underlayment,FORB,POLPRO,1,NV,3
11/4/2022,Post,7,1,Underlayment,NONE,BARSOI,0,ND,3
11/4/2022,Post,7,1,Underlayment,GRAS,PASPLI,2,NV,3
11/4/2022,Post,7,1,Underlayment,GRAS,EUSPET,2,NV,2
11/4/2022,Post,7,1,Underlayment,FORB,BIDALB,0,NV,2
11/4/2022,Post,7,1,Underlayment,FABA,INDHIR,0,NN,2
11/4/2022,Post,7,1,Underlayment,SHRU,CEASER,0,NN,4
11/4/2022,Post,7,2,Underlayment,SHRU,CEASER,0,NN,4
11/4/2022,Post,7,2,Underlayment,GRAS,UROMAX,0,NN,0
11/4/2022,Post,7,2,Underlayment,SHRU,URELOB,0,NN,4
11/4/2022,Post,7,2,Underlayment,FORB,BIDALB,0,NV,3
11/4/2022,Post,7,2,Underlayment,FORB,CORAES,0,NN,3
11/4/2022,Post,7,2,Underlayment,FABA,INDHIR,0,NN,3
11/4/2022,Post,7,2,Underlayment,FORB,POLPRO,1,NV,3
11/4/2022,Post,7,2,Underlayment,NONE,BARSOI,0,ND,2
11/4/2022,Post,7,2,Underlayment,FORB,OLDCOR,0,NN,2
11/4/2022,Post,8,1,Plastic,GRAS,UROMAX,0,NN,0
11/4/2022,Post,8,1,Plastic,FABA,INDHIR,0,NN,4
11/4/2022,Post,8,1,Plastic,FORB,CORAES,0,NN,4
11/4/2022,Post,8,1,Plastic,FORB,BIDALB,0,NV,2
11/4/2022,Post,8,1,Plastic,GRAS,ARISPI,7,NV,2
11/4/2022,Post,8,1,Plastic,FORB,COMSPP,0,ND,1
11/4/2022,Post,8,1,Plastic,FORB,POLPRO,1,NV,1
11/4/2022,Post,8,1,Plastic,SHRU,CEASER,0,NN,0
11/4/2022,Post,8,2,Plastic,SHRU,CEASER,0,NN,3
11/4/2022,Post,8,2,Plastic,GRAS,UROMAX,0,NN,0
11/4/2022,Post,8,2,Plastic,SHRU,URELOB,0,NN,3
11/4/2022,Post,8,2,Plastic,NONE,BARSOI,0,ND,3
11/4/2022,Post,8,2,Plastic,FABA,INDHIR,0,NN,3
11/4/2022,Post,8,2,Plastic,FORB,CORAES,0,NN,3
11/4/2022,Post,8,2,Plastic,GRAS,ERASPE,2,NV,3
11/4/2022,Post,8,2,Plastic,GRAS,DIGFIL,7,NV,2
11/4/2022,Post,8,2,Plastic,FORB,POLPRO,1,NV,2
11/4/2022,Post,8,2,Plastic,FORB,BIDALB,0,NV,2
11/4/2022,Post,8,2,Plastic,FORB,MALCOR,1,NV,1
11/4/2022,Post,8,2,Plastic,NONE,UNKDIC,0,ND,1
11/4/2022,Post,9,1,Plastic,GRAS,UROMAX,0,NN,0
11/4/2022,Post,9,1,Plastic,GRAS,MELREP,0,NN,3
11/4/2022,Post,9,1,Plastic,GRAS,ANDVIR,6,NV,3
11/4/2022,Post,9,1,Plastic,GRAS,ERASPE,2,NV,3
11/4/2022,Post,9,1,Plastic,FORB,LUDSPP,2,NV,3
11/4/2022,Post,9,1,Plastic,FORB,POLPRO,1,NV,3
11/4/2022,Post,9,1,Plastic,FORB,CORAES,0,NN,3
11/4/2022,Post,9,1,Plastic,FORB,OLDCOR,0,NN,2
11/4/2022,Post,9,1,Plastic,SHRU,CEASER,0,NN,0
11/4/2022,Post,9,2,Plastic,SHRU,CEASER,0,NN,0
11/4/2022,Post,9,2,Plastic,GRAS,UROMAX,0,NN,0
11/4/2022,Post,9,2,Plastic,GRAS,PANDIC,1,NV,3
11/4/2022,Post,9,2,Plastic,GRAS,ARISPI,7,NV,3
11/4/2022,Post,9,2,Plastic,SEDG,CYPSPP,0,ND,3
11/4/2022,Post,9,2,Plastic,FORB,POLPRO,1,NV,3
11/4/2022,Post,9,2,Plastic,GRAS,ERASPE,2,NV,3
11/4/2022,Post,9,2,Plastic,GRAS,ANDGLO,2,NV,3
11/4/2022,Post,9,2,Plastic,NONE,BARSOI,0,ND,3
11/4/2022,Post,9,2,Plastic,FORB,CORAES,0,NN,2
11/4/2022,Post,9,2,Plastic,FABA,INDHIR,0,NN,2
11/4/2022,Post,9,2,Plastic,FORB,PHLSPP,0,NV,2
11/4/2022,Post,9,2,Plastic,SEDG,CYPSPP,0,ND,2
11/4/2022,Post,9,2,Plastic,SEDG,CYPSPP,0,ND,2
11/4/2022,Post,10,1,Underlayment,SHRU,CEASER,0,NN,4
11/4/2022,Post,10,1,Underlayment,GRAS,UROMAX,0,NN,0
11/4/2022,Post,10,1,Underlayment,SHRU,URELOB,0,NN,4
11/4/2022,Post,10,1,Underlayment,NONE,BARSOI,0,ND,4
3/10/2022,Pre,10,1,Underlayment,GRAS,UROMAX,0,NN,0
11/4/2022,Post,10,1,Underlayment,FORB,LUDSPP,2,NV,3
11/4/2022,Post,10,1,Underlayment,FABA,VIGLUT,2,NV,3
11/4/2022,Post,10,1,Underlayment,FORB,CORAES,0,NN,3
11/4/2022,Post,10,1,Underlayment,FABA,INDHIR,0,NN,3
11/4/2022,Post,10,1,Underlayment,FABA,AESAME,2,NV,3
11/4/2022,Post,10,1,Underlayment,FORB,POLPRO,1,NV,2
11/4/2022,Post,10,2,Underlayment,SHRU,CEASER,0,NN,4
11/4/2022,Post,10,2,Underlayment,GRAS,UROMAX,0,NN,0
11/4/2022,Post,10,2,Underlayment,SHRU,URELOB,0,NN,4
11/4/2022,Post,10,2,Underlayment,GRAS,SETPAR,3,NV,3
11/4/2022,Post,10,2,Underlayment,FORB,LUDSPP,2,NV,3
11/4/2022,Post,10,2,Underlayment,FORB,CORAES,0,NN,3
11/4/2022,Post,10,2,Underlayment,FORB,POLPRO,1,NV,2
11/4/2022,Post,11,1,Underlayment,SHRU,CEASER,0,NN,3
11/4/2022,Post,11,1,Underlayment,GRAS,UROMAX,0,NN,0
11/4/2022,Post,11,1,Underlayment,NONE,BARSOI,0,ND,4
11/4/2022,Post,11,1,Underlayment,GRAS,ARISPI,7,NV,3
11/4/2022,Post,11,1,Underlayment,GRAS,EUSPET,2,NV,3
11/4/2022,Post,11,1,Underlayment,GRAS,SETPAR,3,NV,3
11/4/2022,Post,11,1,Underlayment,FORB,CORAES,0,NN,3
11/4/2022,Post,11,1,Underlayment,SHRU,URELOB,0,NN,3
11/4/2022,Post,11,1,Underlayment,FORB,POLPRO,1,NV,1
11/4/2022,Post,11,1,Underlayment,FORB,OLDCOR,0,NN,1
11/4/2022,Post,11,2,Underlayment,SHRU,CEASER,0,NN,4
11/4/2022,Post,11,2,Underlayment,GRAS,UROMAX,0,NN,0
11/4/2022,Post,11,2,Underlayment,SHRU,URELOB,0,NN,4
11/4/2022,Post,11,2,Underlayment,FABA,INDHIR,0,NN,4
11/4/2022,Post,11,2,Underlayment,GRAS,ARISPI,7,NV,3
11/4/2022,Post,11,2,Underlayment,FORB,CORAES,0,NN,3
11/4/2022,Post,11,2,Underlayment,NONE,BARSOI,0,ND,3
11/4/2022,Post,11,2,Underlayment,FORB,POLPRO,1,NV,2
11/4/2022,Post,11,2,Underlayment,FORB,LUDSPP,2,NV,2
11/4/2022,Post,11,2,Underlayment,NONE,UNKMON,0,ND,1
11/4/2022,Post,11,2,Underlayment,NONE,UNKMON,0,ND,1
11/4/2022,Post,11,2,Underlayment,FORB,OLDCOR,0,NN,1
